# p31 sites — machine-readable ledger (tools/string_sites.py --p31-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=1d3baaf6487a8e3faf4c900e49dbcaae6ddbe1e7f996a47b161c74b502b43477
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir
70177B3B	WCMV	70177B32	SEIGE	ASSIGN-LIT-VARYING	a	EMIT			70177B32 70177B34 70177B35 70177B37 70177B39	[@wp(ac3, 68), 51 varying] = [@0x70177023:0, "\x0BA mighty blow has been struck to the citadel wall!"]
70177BF8	WCMV	70177BED	SIGNAL_TURN	ASSIGN-LIT-VARYING	a	EMIT			70177BEF 70177BF1 70177BF2 70177BF4 70177BF6	[@wp(ac3, 6), 25 varying] = [@0x70177B65:0, "->\x0B Waiting for your turn"]
7017824F	WCMV	70178246	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178246 70178248 70178249 7017824B 7017824D	[@wp(ac3, 34), 114 varying] = [@0x7017816B:0, "\x0BWhat would you like your character to be\x0A\x0B'W' = wizard, 'C' = cleric, 'D' = druid, 'F' = fighter 'B' = barbarian\x0A"]
701782F8	WCMV	701782EF	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701782EF 701782F1 701782F2 701782F4 701782F6	[@wp(ac3, 34), 28 varying] = [@0x70178153:0, "\x0A\x0BYou must declare yourself!"]
701785E4	WCMV	701785DB	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701785DB 701785DD 701785DE 701785E0 701785E2	[@wp(ac3, 34), 49 varying] = [@0x70178139:0, "\x0BYou are thirsty, and your water skin  is empty!\x0A"]
70178629	WCMV	70178620	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178620 70178622 70178623 70178625 70178627	[@wp(ac3, 34), 49 varying] = [@0x7017811F:0, "\x0BYou are thirsty, you had better get some water!\x0A"]
70178687	WCMV	7017867E	START_TURN	ASSIGN-LIT-VARYING	d	EMIT			7017867E 70178680 70178681 70178683 70178685	[@wp(ac3, 34), 24 varying] = [@0x70178113:0, "You have died of thirst!"]
7017874B	WCMV	70178742	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178742 70178744 70178745 70178747 70178749	[@wp(ac3, 34), 47 varying] = [@0x701780FB:0, "\x0BYou are hungry, you had better get some food!\x0A"]
701787FB	WCMV	701787F2	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701787F2 701787F4 701787F5 701787F7 701787F9	[@wp(ac3, 34), 24 varying] = [@0x701780EF:0, "You have died of hungar!"]
7017884A	WCMV	70178841	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178841 70178843 70178844 70178846 70178848	[@wp(ac3, 34), 15 varying] = [@0x701780E7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
70178A31	WBLM	70178A22	START_TURN	-	b	EMIT				words(@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 86), 90) = words(@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 87), 90) ; fill: src = dst - 1 (self-overlapping smear, Census F6)
70178B83	WCMV	70178B7A	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178B7A 70178B7C 70178B7D 70178B7F 70178B81	[@wp(ac3, 34), 90 varying] = [@0x701780B9:0, "\x0BYou cannot carry that much, you must drop something!\x0A\x0BHit B for backpack or R for release"]
70178BCD	WCMV	70178BC4	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178BC4 70178BC6 70178BC7 70178BC9 70178BCB	[@wp(ac3, 34), 68 varying] = [@0x70178095:0, "\x0BYou cannot carry that much, you must drop something before moving.\x0A"]
70178C48	WCMV	70178C3F	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178C3F 70178C41 70178C42 70178C44 70178C46	[@wp(ac3, 34), 15 varying] = [@0x701780E7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
70178CF7	WCMV	70178CEE	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178CEE 70178CF0 70178CF1 70178CF3 70178CF5	[@wp(ac3, 34), 90 varying] = [@0x7017805D:0, "\x0BYou are on a pegasus, if you exit now the pegasus will die.\x0ADo you really want to exit ? "]
70178D42	WCMV	70178D39	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178D39 70178D3B 70178D3C 70178D3E 70178D40	[@wp(ac3, 34), 15 varying] = [@0x7017804D:0, "\x0BMove automatic"]
70178D66	WCMV	70178D5B	START_TURN	ASSIGN-LIT-FIXED	?	EMIT			70178D64	[@bp(ac3, 60), 1] = [@0x7017804D:0, 0]
70178D96	WCMV	70178D8D	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178D8D 70178D8F 70178D90 70178D92 70178D94	[@wp(ac3, 34), 41 varying] = [@0x70178035:0, "\x0BWhat do you wish to rename your castle? "]
70178DBE	WCMP	70178DB5	START_TURN	-	-	REFUSE	P32-CALLRESULT	str2 literal with a non-constant count unk(LCALL:READ_IN@70178DB1)		
70178E30	WCMV	70178E29	START_TURN	ASSIGN-STR-VARYING-PAD	b	EMIT			70178E29 70178E2B 70178E2D	[@((sx16(M16[wp(ac3, 13)]) * 23) + M32[0x70000214] - 17), 30 varying] = [@0x7000021C, varying]
70178E50	WCMV	70178E3B	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178E47 70178E49 70178E4A 70178E4C 70178E4E	[@wp(ac3, 34), 25 varying] = [@0x70178027:0, "\x0BYou are not in a castle!"]
70178E6B	WCMV	70178E62	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178E62 70178E64 70178E65 70178E67 70178E69	[@wp(ac3, 34), 25 varying] = [@0x70178027:0, "\x0BYou are not in a castle!"]
70178EB4	WCMV	70178EAB	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178EAB 70178EAD 70178EAE 70178EB0 70178EB2	[@wp(ac3, 34), 18 varying] = [@0x7017801D:0, "\x0BAll spells ready!"]
70178EF7	WCMV	70178EEE	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178EEE 70178EF0 70178EF1 70178EF3 70178EF5	[@wp(ac3, 34), 30 varying] = [@0x7017800B:0, "\x0BYou are not seiging a castle."]
70178F0D	WCMV	70178F04	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178F04 70178F06 70178F07 70178F09 70178F0B	[@wp(ac3, 34), 11 varying] = [@0x70178005:0, "\x0BQuit seige"]
70178FE2	WCMV	70178FD9	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178FD9 70178FDB 70178FDC 70178FDE 70178FE0	[@wp(ac3, 34), 15 varying] = [@0x70177FFD:0, "\x0BRelease object"]
70178FF6	WCMV	70178FED	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70178FED 70178FEF 70178FF0 70178FF2 70178FF4	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
7017902D	WCMV	70179024	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179024 70179026 70179027 70179029 7017902B	[@wp(ac3, 34), 13 varying] = [@0x70177FED:0, "\x0BObserve item"]
70179041	WCMV	70179038	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179038 7017903A 7017903B 7017903D 7017903F	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
70179076	WCMV	7017906D	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017906D 7017906F 70179070 70179072 70179074	[@wp(ac3, 34), 9 varying] = [@0x70177FE7:0, "\x0BBackpack"]
7017908A	WCMV	70179081	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179081 70179083 70179084 70179086 70179088	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
701790C6	WCMV	701790BD	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701790BD 701790BF 701790C0 701790C2 701790C4	[@wp(ac3, 34), 12 varying] = [@0x70177FDF:0, "\x0BTake object"]
701790DA	WCMV	701790D1	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701790D1 701790D3 701790D4 701790D6 701790D8	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
70179128	WCMV	7017911F	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017911F 70179121 70179122 70179124 70179126	[@wp(ac3, 34), 25 varying] = [@0x70177FCF:0, "\x0BIt is useless in a cave!"]
70179165	WCMV	7017915C	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017915C 7017915E 7017915F 70179161 70179163	[@wp(ac3, 34), 24 varying] = [@0x70177FC3:0, "\x0BIt is useless in a fog!"]
701791A5	WCMV	7017919C	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017919C 7017919E 7017919F 701791A1 701791A3	[@wp(ac3, 34), 8 varying] = [@0x70177FBD:0, "\x0BAttack!"]
701791B9	WCMV	701791B0	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701791B0 701791B2 701791B3 701791B5 701791B7	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
7017924B	WCMV	70179242	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179242 70179244 70179245 70179247 70179249	[@wp(ac3, 34), 24 varying] = [@0x70177FB1:0, "\x0BYou cannot handle that!"]
70179276	WCMV	7017926D	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017926D 7017926F 70179270 70179272 70179274	[@wp(ac3, 34), 35 varying] = [@0x70177F9F:0, "\x0BYou cannot site a target in a fog!"]
7017928C	WCMV	70179283	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179283 70179285 70179286 70179288 7017928A	[@wp(ac3, 34), 6 varying] = [@0x70177F9B:0, "\x0BFire!"]
701792F6	WCMV	701792ED	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701792ED 701792EF 701792F0 701792F2 701792F4	[@wp(ac3, 34), 31 varying] = [@0x70177F8B:0, "\x0A\x0BYou have nothing to fire with"]
7017930C	WCMV	70179303	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179303 70179305 70179306 70179308 7017930A	[@wp(ac3, 34), 38 varying] = [@0x70177F77:0, "\x0A\x0BHit (B) for bow (X) for cross bow : "]
70179326	WCMV	7017931D	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017931D 7017931F 70179320 70179322 70179324	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
70179367	WCMV	7017935E	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017935E 70179360 70179361 70179363 70179365	[@wp(ac3, 34), 25 varying] = [@0x70177F69:0, "\x0BYou have no arrows left!"]
701793A4	WCMV	7017939B	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			7017939B 7017939D 7017939E 701793A0 701793A2	[@wp(ac3, 34), 31 varying] = [@0x70177F59:0, "\x0BIt is too cumbersome to shoot!"]
70179459	WCMV	70179450	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179450 70179452 70179453 70179455 70179457	[@wp(ac3, 34), 6 varying] = [@0x70177F55:0, "\x0BCast!"]
7017946D	WCMV	70179464	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179464 70179466 70179467 70179469 7017946B	[@wp(ac3, 34), 11 varying] = [@0x70177FF7:0, "\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
701794CA	WCMV	701794C1	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			701794C1 701794C3 701794C4 701794C6 701794C8	[@wp(ac3, 34), 15 varying] = [@0x70177F47:0, "Invalid command"]
7017970D	WCMV	70179704	START_TURN	ASSIGN-LIT-VARYING	a	EMIT			70179704 70179706 70179707 70179709 7017970B	[@wp(ac3, 34), 31 varying] = [@0x70177F37:0, "\x0B-> Suprise attack!\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B\x0A\x0B"]
7017980D	WCMV	70179804	SPYGLASS	ASSIGN-LIT-VARYING	a	EMIT			70179804 70179806 70179807 70179809 7017980B	[@wp(ac3, 10), 29 varying] = [@0x70179769:0, "\x0BYou don't have a spy glass.\x0A"]
70179862	WCMV	70179859	SPYGLASS	ASSIGN-LIT-VARYING	a	EMIT			70179859 7017985B 7017985C 7017985E 70179860	[@wp(ac3, 10), 25 varying] = [@0x7017975B:0, "\x0BWhat direction to look? "]
701798E1	WCMV	701798D1	SPYGLASS	ASSIGN-LIT-VARYING	a	EMIT			701798D8 701798DA 701798DB 701798DD 701798DF	[@wp(ac3, 10), 17 varying] = [@0x70179749:0, "Look to the NORTH"]
70179901	WCMV	701798F1	SPYGLASS	ASSIGN-LIT-VARYING	a	EMIT			701798F8 701798FA 701798FB 701798FD 701798FF	[@wp(ac3, 10), 17 varying] = [@0x7017973F:0, "Look to the SOUTH"]
70179921	WCMV	70179911	SPYGLASS	ASSIGN-LIT-VARYING	a	EMIT			70179918 7017991A 7017991B 7017991D 7017991F	[@wp(ac3, 10), 16 varying] = [@0x70179737:0, "Look to the WEST"]
70179941	WCMV	70179931	SPYGLASS	ASSIGN-LIT-VARYING	a	EMIT			70179938 7017993A 7017993B 7017993D 7017993F	[@wp(ac3, 10), 16 varying] = [@0x7017972F:0, "Look to the EAST"]
70179C16	WCMV	70179C0D	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179C0D 70179C0F 70179C10 70179C12 70179C14	[@wp(ac3, 48), 21 varying] = [@0x70179B5D:0, "\x0B\x14MERCENARY GUILD\x15\x0A\x0B\x0A"]
70179C83	WCMV	70179C52	STORE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+64)]+35) is not a constant or a length word		
70179D49	WCMV	70179D40	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179D40 70179D42 70179D43 70179D45 70179D47	[@wp(ac3, 64), 25 varying] = [@0x70179B07:0, "\x0A\x0BYou cannot afford that!"]
70179D5F	WCMV	70179D56	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179D56 70179D58 70179D59 70179D5B 70179D5D	[@wp(ac3, 64), 32 varying] = [@0x70179AF7:0, "\x0A\x0BWhat castle to send them to ? "]
70179DCD	WCMP	70179DBE	STORE	-	-	EMIT			70179DC3 70179DC4 70179DC6 70179DC8 70179DCA	ac1 = cmp([@0x7000021C, varying], [@((sx16(M16[wp(ac3, 12)]) * 23) + M32[0x70000214] - 17), varying])
70179E19	WCMV	70179E10	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179E10 70179E12 70179E13 70179E15 70179E17	[@wp(ac3, 64), 28 varying] = [@0x70179AE9:0, "\x0BYou do not own that castle!"]
70179E36	WCMV	70179E2D	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179E2D 70179E2F 70179E30 70179E32 70179E34	[@wp(ac3, 82), 64 varying] = [@0x70179AC9:0, "\x0B\x14PAWNSHOP\x15\x0A\x0B\x0A\x0BHit space bar at item to sell, or escape to exit."]
70179EF5	WCMV	70179EEC	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179EEC 70179EEE 70179EEF 70179EF1 70179EF3	[@wp(ac3, 64), 27 varying] = [@0x70179AB7:0, "\x0BThe backpack is not empty!"]
70179F93	WCMV	70179F8A	STORE	ASSIGN-LIT-VARYING	a	EMIT			70179F8A 70179F8C 70179F8D 70179F8F 70179F91	[@wp(ac3, 82), 40 varying] = [@0x70179AA3:0, "\x0BHit space bar to sell back the catapult"]
7017A079	WCMV	7017A047	STORE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+64)]+92) is not a constant or a length word		
7017A091	WCMV	7017A084	STORE	ASSIGN-LIT-VARYING	c	EMIT			7017A088 7017A08A 7017A08B 7017A08D 7017A08F	[@wp(ac3, 22), 8 varying] = [@0x70179A6D:0, "   |    "]
7017A0C5	WCMV	7017A0BC	STORE	ASSIGN-LIT-VARYING	c	EMIT			7017A0BC 7017A0BE 7017A0BF 7017A0C1 7017A0C3	[@wp(ac3, 22), 7 varying] = [@0x70179A69:0, "  |    "]
7017A205	WCMV	7017A1FC	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A1FC 7017A1FE 7017A1FF 7017A201 7017A203	[@wp(ac3, 82), 55 varying] = [@0x70179A4B:0, "What are you going to use for money, your good looks??\x0A"]
7017A21B	WCMV	7017A212	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A212 7017A214 7017A215 7017A217 7017A219	[@wp(ac3, 64), 31 varying] = [@0x70179A3B:0, "Which item number to purchase? "]
7017A279	WCMV	7017A270	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A270 7017A272 7017A273 7017A275 7017A277	[@wp(ac3, 64), 24 varying] = [@0x70179A2F:0, "You cannot afford that!\x0A"]
7017A2AD	WCMV	7017A2A4	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A2A4 7017A2A6 7017A2A7 7017A2A9 7017A2AB	[@wp(ac3, 64), 23 varying] = [@0x70179A23:0, "You already have that!\x0A"]
7017A2F2	WCMV	7017A2E9	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A2E9 7017A2EB 7017A2EC 7017A2EE 7017A2F0	[@wp(ac3, 64), 31 varying] = [@0x70179A13:0, "You can only tow one catapult!\x0A"]
7017A356	WCMV	7017A34D	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A34D 7017A34F 7017A350 7017A352 7017A354	[@wp(ac3, 64), 23 varying] = [@0x70179A23:0, "You already have that!\x0A"]
7017A397	WCMV	7017A38E	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A38E 7017A390 7017A391 7017A393 7017A395	[@wp(ac3, 64), 27 varying] = [@0x70179A05:0, "You cannot carry any more!\x0A"]
7017A3C4	WCMV	7017A3BB	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A3BB 7017A3BD 7017A3BE 7017A3C0 7017A3C2	[@wp(ac3, 48), 21 varying] = [@0x701799F9:0, "Your quiver is full!\x0A"]
7017A402	WCMV	7017A3F9	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A3F9 7017A3FB 7017A3FC 7017A3FE 7017A400	[@wp(ac3, 48), 21 varying] = [@0x701799F9:0, "Your quiver is full!\x0A"]
7017A432	WCMV	7017A429	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A429 7017A42B 7017A42C 7017A42E 7017A430	[@wp(ac3, 64), 28 varying] = [@0x701799EB:0, "You must be in a territory!\x0A"]
7017A515	WCMV	7017A4DC	STORE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+9*N[(fp+14)]-0XFFFFA73)]+28) is not a constant or a length word		
7017A52E	WCMV	7017A525	STORE	ASSIGN-LIT-VARYING	a	EMIT			7017A525 7017A527 7017A528 7017A52A 7017A52C	[@wp(ac3, 64), 32 varying] = [@0x701799CD:0, "\x0BDo you wish to exit the store? "]
7017A597	WBLM	7017A582	STORE	-	b	EMIT				words(@ac3, 90) = words(@ac2, 90) ; fill: src = dst - 1 (self-overlapping smear, Census F6)
7017A7B5	WCMV	7017A7AC	STORMS_AT_SEA	ASSIGN-LIT-VARYING	a	EMIT			7017A7AC 7017A7AE 7017A7AF 7017A7B1 7017A7B3	[@wp(ac3, 8), 67 varying] = [@0x7017A5F9:0, "\x0BThe boat has capsized!\x0A\x0BYou are washed ashore alive, but weakened\x0A"]
7017AA21	WCMV	7017A9E4	TAKE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+8*N[(+9*ac0@entry+W[0x70000212]+0X2CE9)]-0X1000063E)]+76) is not a constant or a length word		
7017ABF6	WCMV	7017ABBC	TAKE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+9*N[(+9*W[(fp+6)]+W[0x70000212]+0X2CE9)]-0X10000B0B)]+73) is not a constant or a length word		
7017ACE5	WCMV	7017ACDC	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017ACDC 7017ACDE 7017ACDF 7017ACE1 7017ACE3	[@wp(ac3, 24), 34 varying] = [@0x7017A89B:0, "\x0BThe spell cannot be interpreted!\x0A"]
7017AE8F	WCMV	7017AE86	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017AE86 7017AE88 7017AE89 7017AE8B 7017AE8D	[@wp(ac3, 24), 33 varying] = [@0x7017A889:0, "\x0BYou cannot carry anything more!\x0A"]
7017AEDF	WCMV	7017AEA2	TAKE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+9*N[(+9*W[(fp+6)]+W[0x70000212]+0X2CE9)]-0X10000B0B)]+37) is not a constant or a length word		
7017AF33	WCMV	7017AEF6	TAKE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+9*N[(+9*W[(fp+6)]+W[0x70000212]+0X2CE9)]-0X10000B0B)]+51) is not a constant or a length word		
7017B012	WCMV	7017B009	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017B009 7017B00B 7017B00C 7017B00E 7017B010	[@wp(ac3, 42), 44 varying] = [@0x7017A843:0, "\x0BHit space bar to take the Dark Lord's Staff"]
7017B059	WCMV	7017B050	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017B050 7017B052 7017B053 7017B055 7017B057	[@wp(ac3, 42), 44 varying] = [@0x7017A82D:0, "\x0BYou already have a staff of the Dark Lord.\x0A"]
7017B09F	WCMV	7017B096	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017B096 7017B098 7017B099 7017B09B 7017B09D	[@wp(ac3, 134), 99 varying] = [@0x7017A7FB:0, "\x0BThe shard of Albion and the Dark Lord's staff\x0Acause a wild explosion forming the sceptor of Loric\x0A"]
7017B0ED	WCMV	7017B0E4	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017B0E4 7017B0E6 7017B0E7 7017B0E9 7017B0EB	[@wp(ac3, 42), 40 varying] = [@0x7017A7E5:0, "\x0BHit space bar to tow the catapult along"]
7017B14F	WCMV	7017B146	TAKE	ASSIGN-LIT-VARYING	a	EMIT			7017B146 7017B148 7017B149 7017B14B 7017B14D	[@wp(ac3, 24), 32 varying] = [@0x7017A7D5:0, "\x0BYou can only tow one catapult!\x0A"]
7017B7A4	WBLM	7017B799	TERRITORY_MAP	-	?	EMIT			7017B79E 7017B7A0 7017B7A2	words(@wp(ac3, 1042), 0x167E) = words(@wp(ac3, 1040), 0x167E) ; fill: src = dst - 2 (self-overlapping smear, Census F6)
7017B831	WCMV	7017B82B	TERRITORY_MAP	ASSIGN-STR-FIXED	?	REFUSE	COMPUTED-OPERAND	opaque op CVWN in an operand: CVWN((N[(fp+3)] WDIV N[(fp+8)]))		
7017BF6A	WCMV	7017BF4F	TERRITORY_MAP	ASSIGN-STR-VARYING	a	EMIT			7017BF60 7017BF62 7017BF64 7017BF66 7017BF68	[@wp(ac3, 6866), 81 varying] = [@bp(ac3, 13648), 81]
7017BFB4	WCMV	7017BF82	TERRITORY_MAP	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+0X1AA8)]+29) is not a constant or a length word		
7017BFF0	WCMV	7017BFE7	TERRITORY_MAP	ASSIGN-LIT-VARYING	a	EMIT			7017BFE7 7017BFE9 7017BFEA 7017BFEC 7017BFEE	[@wp(ac3, 6824), 40 varying] = [@0x7017B6F3:0, "\x0BHit label letter to display city info.\x0D"]
7017C1BB	WCMV	7017C162	TERRITORY_MAP	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+0X1AA8)]+N[(+19*N[(W[(fp+10)]+fp+0X3D1)]+W[0x70000212]+0X7C2)]+19) is not a constant or a length word		
7017C29D	WCMV	7017C294	TAKE_OVER_CASTLE	ASSIGN-LIT-VARYING	a	EMIT			7017C294 7017C296 7017C297 7017C299 7017C29B	[@wp(ac3, 14), 7 varying] = [@0x7017C1FF:0, "citadel"]
7017C2A9	WCMV	7017C2A0	TAKE_OVER_CASTLE	ASSIGN-LIT-VARYING	a	EMIT			7017C2A0 7017C2A2 7017C2A3 7017C2A5 7017C2A7	[@wp(ac3, 14), 6 varying] = [@0x7017C1FB:0, "castle"]
7017C304	WCMV	7017C2AB	TAKE_OVER_CASTLE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (+2*N[(fp+14)]+59) is not a constant or a length word		
7017C380	WCMV	7017C376	TAKE_OVER_CASTLE	ASSIGN-STR-VARYING-PAD	b	REFUSE	P32-SUBSTR	operand is a phi/min (SUBSTR with a computed length): phi(30, N[0x7000021C])		
7017CA4A	WCMV	7017CA42	TERRAIN	ASSIGN-STR-VARYING-PAD	p	REFUSE	P32-COPYOUT	src count (N[(+17*N[W[(fp-20)]]-0XFEA5442)]+8) is not a constant or a length word		
7017CB48	WCMV	7017CB3D	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CB3F 7017CB41 7017CB42 7017CB44 7017CB46	[@wp(ac3, 2), 23 varying] = [@0x7017CAB7:0, "space  -  Level ground."]
7017CB6C	WCMV	7017CB63	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CB63 7017CB65 7017CB66 7017CB68 7017CB6A	[@wp(ac3, 2), 21 varying] = [@0x7017CAAB:0, "  \x22\x22   -  Swamp land."]
7017CB92	WCMV	7017CB89	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CB89 7017CB8B 7017CB8C 7017CB8E 7017CB90	[@wp(ac3, 2), 24 varying] = [@0x7017CA9F:0, "  ww   -  Shallow water."]
7017CBB8	WCMV	7017CBAF	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CBAF 7017CBB1 7017CBB2 7017CBB4 7017CBB6	[@wp(ac3, 2), 21 varying] = [@0x7017CA93:0, "  WW   -  Deep water."]
7017CBDE	WCMV	7017CBD5	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CBD5 7017CBD7 7017CBD8 7017CBDA 7017CBDC	[@wp(ac3, 2), 17 varying] = [@0x7017CA89:0, "  ff   -  Forest."]
7017CC04	WCMV	7017CBFB	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CBFB 7017CBFD 7017CBFE 7017CC00 7017CC02	[@wp(ac3, 2), 21 varying] = [@0x7017CA7D:0, "  mm   -  Foot hills."]
7017CC2A	WCMV	7017CC21	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CC21 7017CC23 7017CC24 7017CC26 7017CC28	[@wp(ac3, 2), 20 varying] = [@0x7017CA73:0, "  MM   -  Mountains."]
7017CC50	WCMV	7017CC47	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CC47 7017CC49 7017CC4A 7017CC4C 7017CC4E	[@wp(ac3, 2), 17 varying] = [@0x7017CA69:0, "  !!   -  Cliffs."]
7017CC76	WCMV	7017CC6D	TERRAIN_HELP	ASSIGN-LIT-VARYING	a	EMIT			7017CC6D 7017CC6F 7017CC70 7017CC72 7017CC74	[@wp(ac3, 2), 24 varying] = [@0x7017CA5D:0, "  ()   -  Cave entrance."]
